KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_qjuuEeO,<b><color=#0088ff>Damage Bonus with Assault Rifles:</color></b> {SkillDamage1}\n<b><color=#0088ff>Damage Bonus with Pulse Rifles:</color></b> {SkillDamage1}\n<b><color=#0088ff>Damage Bonus with Rocket Launchers:</color></b> {SkillDamage2}\n<b><color=#0088ff>Blast Damage Bonus with Rockets and Grenades:</color></b> {SkillDamage3}\n<color=#ffffff>Damage may vary based on weapon quality.</color>\n<color=#ffffff>Reload speed and accuracy are also increased.</color>,,,,,,,,,,,,,,,,
dialogue_OuqCqSK,<b><color=#ffffff>Back</color></b>,,,,,,,,,,,,,,,,
dialogue_OKeuK8K,<b><color=#ffffff>Exit</color></b>,,,,,,,,,,,,,,,,
dialogue_miuu0SS,<b><color=#00ffff>Damage Bonus with Sniper Rifles:</color></b> {SkillDamage1}\n<b><color=#00ffff>Damage Bonus with Laser Rifles:</color></b> {SkillDamage2}\n<b><color=#00ffff>Damage Bonus with Crossbows:</color></b> {SkillDamage1}\n<color=#ffffff>Damage may vary based on weapon quality.</color>\n<color=#ffffff>Reload speed and accuracy are also increased.</color>,,,,,,,,,,,,,,,,
dialogue_euCqO4O,<b><color=#ffffff>Back</color></b>,,,,,,,,,,,,,,,,
dialogue_uCWsMqK,<b><color=#ff0000>Damage Bonus with Pistols:</color></b> {SkillDamage1}\n<b><color=#ff0000>Damage Bonus with Heavy Pistols:</color></b> {SkillDamage1}\n<b><color=#ff0000>Damage Bonus with Laser Pistols:</color></b> {SkillDamage2}\n<b><color=#ff0000>Damage Bonus with Submachine Guns:</color></b> {SkillDamage3}\n<color=#ffffff>Damage may vary based on weapon quality.</color>\n<color=#ffffff>Reload speed and accuracy are also increased.</color>,,,,,,,,,,,,,,,,
dialogue_imaeqmm,<b><color=#ffffff>Back</color></b>,,,,,,,,,,,,,,,,
dialogue_iCmG4qe,<b><color=#ffa000>Damage Bonus with Shotguns:</color></b> {SkillDamage1}\n<b><color=#ffa000>Damage Bonus with Miniguns:</color></b> {SkillDamage2}\n<color=#ffffff>Damage may vary based on weapon quality.</color>\n<color=#ffffff>Reload speed and accuracy are also increased.</color>,,,,,,,,,,,,,,,,
dialogue_OHCWiu4,<b><color=#ffffff>Back</color></b>,,,,,,,,,,,,,,,,
dialogue_KiScWOm,<b><color=#ffff00>Damage Bonus with Plasma Cannons (Beam):</color></b> {SkillDamage1}\n<b><color=#ffff00>Blast Damage Bonus with Plasma Cannons:</color></b> {SkillDamage2}\n<b><color=#ffff00>Damage Bonus with Flamethrowers:</color></b> {SkillDamage3}\n<b><color=#ffff00>Fire Damage Bonus with Flamethrowers:</color></b> {SkillDamage4}\n<b><color=#ffff00>Added Blast Damage using a Plasma Rifle:</color></b> {SkillDamage2}\n<color=#ffffff>Damage may vary based on weapon quality.</color>\n<color=#ffffff>Reload speed and accuracy are also increased.</color>,,,,,,,,,,,,,,,,
dialogue_K8OeOCO,<b><color=#ffffff>Back</color></b>,,,,,,,,,,,,,,,,
dialogue_CawCSQq,<b><color=#00ff00>Damage Bonus with Multitools:</color></b> {SkillDamage1}\n<b><color=#00ff00>Damage Bonus with Drills:</color></b> {SkillDamage2}\n<b><color=#00ff00>Damage Bonus with Chainsaws:</color></b> {SkillDamage3}\n<b><color=#00ff00>Warp Drive range increase:</color></b> {SkillDamage4} LY\n<color=#ffffff>Drill bonus also applies to ship-mounted Drills and Drill Turrets.</color>,,,,,,,,,,,,,,,,
dialogue_eueeOAd,<b><color=#ffffff>Back</color></b>,,,,,,,,,,,,,,,,
dialogue_4W0G8Oi,<b><color=#ff00ff>Choose Sub-Class</color></b>,,,,,,,,,,,,,,,,
dialogue_qqFqGi0,"@d0<color=#ffffff>Congratulations on mastering your Main Character Class, Commander.</color>\n<color=#ffffff>You can now choose a </color><color=#ffff00>sub-class</color><color=#ffffff> from the remaining classes that will provide additional bonuses and skills.</color>\n<color=#dc0000>This does not affect or erase your Main Class skills.</color>",,,,,,,,,,,,,,,,
dialogue_CKa8SCK,<color=#0088ff><b>Soldier Class</b></color>,,,,,,,,,,,,,,,,
dialogue_mgKSii4,<b><color=#00ffff>Marksman Class</color></b>,,,,,,,,,,,,,,,,
dialogue_mqCP8SW,<b><color=#ff0000>Agent Class</color></b>,,,,,,,,,,,,,,,,
dialogue_4keaiKi,<b><color=#ffa000>Vanguard Class</color></b>,,,,,,,,,,,,,,,,
dialogue_w4qm4CS,<b><color=#ffff00>Specialist Class</color></b>,,,,,,,,,,,,,,,,
dialogue_C86KiO4,<b><color=#00ff00>Engineer Class</color></b>,,,,,,,,,,,,,,,,
dialogue_muu06Qu,<b><color=#ffffff>Exit</color></b>,,,,,,,,,,,,,,,,
dialogue_GWii0CK,"@d0<size=125%><color=#0088ff><b>Soldier</b></color></size>\n<color=#ffffff>Soldiers are frontline combatants trained in mid-range combat specializing in the use of </color><color=#0088ff>Assault Rifles, Pulse Rifles, Grenade Launchers and Rocket Launchers</color><color=#ffffff>. This also applies to enemy weapons of the same type.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Assault Rifle</color>, <color=#00ff00>Advanced Assault Rifle</color>, <color=#ffff00>Elite Assault Rifle</color>, <color=#ffa000>Heavy Assault Rifle</color>\n<color=#00ffff>Pulse Rifle</color>, <color=#00ff00>Advanced Pulse Rifle</color>, <color=#ffff00>Tactical Stealth Rifle</color>, <color=#ffa000>Energy Pulse Rifle</color>\n<color=#00ffff>Grenade Launcher</color>, <color=#00ff00>Rocket Launcher</color>, <color=#ffff00>Guided Rocket Launcher</color>, <color=#ffa000>Advanced Guided Rocket Launcher</color>\n<color=#ff0000>Zirax Combat Rifle</color>, <color=#ff0000>Zirax Rocket Launcher</color>.",,,,,,,,,,,,,,,,
dialogue_Uq8aCim,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_KgoaGu4,<b><color=#0088ff>Confirm Soldier Class</color></b>,,,,,,,,,,,,,,,,
dialogue_G8CCi8C,"@d0<size=125%><color=#00ffff><b>Marksman</b></color></size>\n<color=#ffffff>Marksmen are expert shots with scoped weapons trained in long-ranged combat specializing in the use of </color><color=#0088ff>Sniper Rifles, Laser Rifles and Crossbows</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Sniper Rifle</color>, <color=#00ff00>Heavy Sniper Rifle</color>, <color=#ffa000>M77 Anti-Tank Rifle, </color><color=#ff0000>Zirax Marksman Rifle</color>\n<color=#00ffff>Laser Rifle</color>, <color=#00ff00>Advanced Laser Rifle</color>, <color=#ffa000>Plasma Rifle</color>\n<color=#00ff00>Repeating Crossbow</color>, <color=#ffa000>Plasma Crossbow</color>",,,,,,,,,,,,,,,,
dialogue_i54OWGG,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_OuuOKKG,<b><color=#00ffff>Confirm Marksman Class</color></b>,,,,,,,,,,,,,,,,
dialogue_au4GiyG,"@d0<size=125%><color=#ff0000><b>Agent</b></color></size>\n<color=#ffffff>Agents are elite security personnel excelling in close-quarters combat specializing in the use of small arms including </color><color=#0088ff>Pistols, Heavy Pistols, Laser Pistols and Submachine Guns</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>M-5 Pistol</color>, <color=#00ff00>M-6 Holosight Pistol</color>, <color=#ffa000>Elite Combat Pistol, </color><color=#0088ff>Starhawk Heavy Pistol</color>\n<color=#00ffff>LS-22 Laser Pistol</color>, <color=#00ff00>LS-38 Advanced Laser Pistol</color>, <color=#ffa000>DC-17 Heavy Laser Pistol</color>\n<color=#00ffff>Submachine Gun</color>, <color=#00ff00>Advanced Submachine Gun</color>, <color=#ffa000>Elite Submachine Gun</color>",,,,,,,,,,,,,,,,
dialogue_WmGYKCK,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_0m4S4jK,<b><color=#ff0000>Confirm Agent Class</color></b>,,,,,,,,,,,,,,,,
dialogue_CSeGqKS,"@d0<size=125%><color=#ffa000><b>Vanguard</b></color></size>\n<color=#ffffff>Vanguards are the frontrunners in open combat, able to lead the charge, breach doors and take a position and hold it. Specialized for close and mid-ranged combat they employ the use of </color><color=#0088ff>Shotguns and Miniguns</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Shotgun</color>, <color=#00ff00>Combat Shotgun</color>, <color=#ffa000>Assault Shotgun</color>, <color=#ff0000>Zirax Heavy Shotgun</color>\n<color=#00ff00>Minigun</color>, <color=#ffff00>Advanced Minigun</color>, <color=#ffa000>Laser Minigun</color>",,,,,,,,,,,,,,,,
dialogue_CAGW00e,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_0OOq00q,<b><color=#ffa000>Confirm Vanguard Class</color></b>,,,,,,,,,,,,,,,,
dialogue_iSaOkm8,"@d0<size=125%><color=#ffff00><b>Specialist</b></color></size>\n<color=#ffffff>Specialist are a support class trained in the use of energy and incendiary weapons such as </color><color=#0088ff>Plasma Cannons and Flamethrowers</color><color=#ffffff>. They are also capable of modifying the </color><color=#0088ff>Plasma Rifle</color><color=#ffffff> to destabilize the projectiles, causing them to explode on contact damaging the surrounding area.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ff00>Plasma Cannon</color>, <color=#ffa000>High-Output Plasma Cannon, </color><color=#ff0000>Plasma Rifle</color>\n<color=#00ff00>Flamethrower</color>, <color=#ffa000>Advanced Flamethrower, </color><color=#ff00ff>Plasma Blaster</color>",,,,,,,,,,,,,,,,
dialogue_SC4mu44,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_C4uGqOO,<b><color=#ffff00>Confirm Specialist Class</color></b>,,,,,,,,,,,,,,,,
dialogue_kqJKWS6,"@d0<size=125%><color=#00ff00><b>Engineer</b></color></size>\n<color=#ffffff>Engineers are a non-combatant class specializing in maintenance, harvest and salvage. Experts in the use of </color><color=#0088ff>Multitools, Chainsaws and Drills</color><color=#ffffff>, both </color><color=#00ffff>handheld and ship-mounted</color><color=#ffffff>. They are also skilled Warp Technicians, able to boost the range of a typical </color><color=#0088ff>Warp Drive</color><color=#ffffff> by a few lightyears above the norm.</color>\n<color=#ffffff>Each Class Level increases Tool Damage, Reload Speed and increases the maximum warp distance of any Warp Drive.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#0088ff>Survival Multitool,</color><color=#00ffff> Multitool</color>, <color=#00ff00>Advanced Multitool</color>\n<color=#00ffff>Chainsaw, Mechanical Drill</color>, <color=#00ff00>Laser Drill</color>, <color=#ffa000>Enhanced Laser Drill</color>\n<color=#ffff00>HV, SV and CV Drills, Drill Turrets, Multiturrets and Harvest Modules</color>\n<color=#ff00ff>Gains +2 Lightyear warp range per class level</color>",,,,,,,,,,,,,,,,
dialogue_SmiiSaK,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_aiuKC4a,<b><color=#00ff00>Confirm Engineer Class</color></b>,,,,,,,,,,,,,,,,
dialogue_8mam4K8,Class System - Level up,,,,,,,,,,,,,,,,
dialogue_qmqe00K,<color=#ff0000><b>Something's gone wrong here.</b></color>\n<color=#ff0000>This message only appears if something's broken in the class checker.</color>\n<color=#ff0000>Report this to Vermillion and what you did to trigger it.</color>,,,,,,,,,,,,,,,,
dialogue_OiesSu4,"<color=#ffa000><b>Well, Bugger...</b></color>",,,,,,,,,,,,,,,,
dialogue_CuiwGmK,<size=125%><color=#0088ff><b>Your Class: Soldier has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10 damage with Automatic Rifles</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 blast damage with Grenades</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 blast damage with Rockets</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_OCUe8Qm,<size=125%><color=#00ffff><b>Your Class: Marksman has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+15 damage with Sniper Rifles</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+15 damage with Crossbows</color>\n<color=#ffffff></color><b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+8 damage with Laser Rifles</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_uau8OCq,<size=125%><color=#ff0000><b>Your Class: Agent has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10 damage with Pistols</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+8 damage with Laser Pistols</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+7 damage with Submachine Guns</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_qKCmA4O,<size=125%><color=#ffa000><b>Your Class: Vanguard has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+5 damage with Miniguns</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+5 damage (per pellet) with Shotguns</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_aWmO4aY,<size=125%><color=#ffff00><b>Your Class: Specialist has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+25 damage with Plasma Cannons</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 blast damage with Plasma Cannons</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 blast damage with Plasma Rifle</color>\n<color=#ffffff></color><b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+3 damage with Flamethrowers</color>\n<color=#ffffff></color><b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+3 blast damage with Flamethrowers</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_28CeQeW,<size=125%><color=#00ff00><b>Your Class: Engineer has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+5 damage with Multitools</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 damage with Drills</color>\n<color=#ffffff></color><b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+8 damage with Chainsaws</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+2 LY Warp Drive Range</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_84uSWSi,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_W8GCa0W,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_qWYquCS,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_4GuG88G,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_maea8OS,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_eSOelSa,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_OiF4Ne8,Class System - Level up,,,,,,,,,,,,,,,,
dialogue_eSi6W4k,<size=125%><color=#0088ff><b>Your Sub-Class: Soldier has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10 damage with Automatic Rifles</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 blast damage with Grenades</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+20 blast damage with Rockets</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_GCKFJa0,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_GK0SqCW,<size=125%><color=#00ffff><b>Your Sub-Class: Marksman has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+15 damage with Sniper Rifles</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+15 damage with Crossbows</color>\n<color=#ffffff></color><b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+8 damage with Laser Rifles</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_a4qWWKi,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_uqOQiOC,<size=125%><color=#ff0000><b>Your Sub-Class: Agent has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10 damage with Pistols</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+8 damage with Laser Pistols</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+7 damage with Submachine Guns</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
dialogue_m8iqaie,<b><color=#ff0000>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_0mK4qms,<size=125%><color=#ffa000><b>Your Sub-Class: Vanguard has leveled up!</b></color></size>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+5 damage with Miniguns</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+5 damage (per pellet) with Shotguns</color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Weapon accuracy</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> <color=#ffffff>+10% Reload Speed</color><color=#ffffff></color>\n<b><color=#00ff00>Bonus:</color></b> -<color=#ffffff>10% Recoil</color><color=#ffffff></color>,,,,,,,,,,,,,,,,
